Run,Time
1,7.039430141448975
2,7.0611162185668945
3,7.194756984710693
4,7.002427101135254
5,6.959644079208374
6,6.969897031784058
7,6.964946031570435
8,6.94910192489624
9,7.0049779415130615
10,7.078798055648804
11,7.127321004867554
12,6.964868068695068
13,6.959571838378906
14,6.927037954330444
15,6.937449932098389
16,6.927824020385742
17,6.925760984420776
18,6.926106929779053
19,6.919694185256958
20,6.930974006652832
